"","X","ID","day","date","time","schedule","question","rating"
"14282",14282,4,1,"2016-08-26","18:20:25","self-initiated","mood",4
"14283",14283,4,1,"2016-08-26","19:52:13","self-initiated","sleep",5
"14284",14284,4,1,"2016-08-26","20:19:35","self-initiated","self-esteem",9
"14285",14285,4,1,"2016-08-26","16:09:17","self-initiated","enjoyed activities",2
"14286",14286,4,1,"2016-08-26","17:49:39","self-initiated","pleasant activities",1
"14287",14287,4,1,"2016-08-26","21:31:53","self-initiated","worrying",1
"14288",14288,4,2,"2016-08-31","13:19:17","self-initiated","social contact",2
"14289",14289,4,2,"2016-08-31","14:57:20","self-initiated","mood",1
"14290",14290,4,2,"2016-08-31","18:31:21","self-initiated","sleep",6
"14291",14291,4,2,"2016-08-31","13:34:01","self-initiated","self-esteem",6
"14292",14292,4,2,"2016-08-31","22:24:12","self-initiated","enjoyed activities",2
"14293",14293,4,2,"2016-08-31","00:57:16","self-initiated","pleasant activities",3
"14294",14294,4,2,"2016-08-31","16:08:19","self-initiated","worrying",4
"14295",14295,4,3,"2016-08-30","19:45:12","self-initiated","social contact",9
"14296",14296,4,3,"2016-08-30","16:12:05","self-initiated","mood",5
"14297",14297,4,3,"2016-08-30","20:08:23","self-initiated","sleep",10
"14298",14298,4,3,"2016-08-30","18:59:14","self-initiated","self-esteem",7
"14299",14299,4,3,"2016-08-30","16:10:45","self-initiated","enjoyed activities",1
"14300",14300,4,3,"2016-08-30","23:19:31","self-initiated","pleasant activities",5
"14301",14301,4,3,"2016-08-30","20:16:31","self-initiated","worrying",9
"14302",14302,4,4,"2016-09-29","23:54:21","self-initiated","social contact",8
"14303",14303,4,4,"2016-09-29","16:08:23","self-initiated","mood",1
"14304",14304,4,4,"2016-09-29","10:00:08","morning","sleep",1
"14305",14305,4,4,"2016-09-29","09:43:23","morning","self-esteem",2
"14306",14306,4,4,"2016-09-29","09:17:41","morning","enjoyed activities",8
"14307",14307,4,4,"2016-09-29","09:14:32","morning","pleasant activities",8
"14308",14308,4,4,"2016-09-29","09:10:27","morning","worrying",4
"14309",14309,4,1,"2016-08-23","09:10:54","morning","social contact",7
"14310",14310,4,1,"2016-08-23","09:03:43","morning","mood",4
"14311",14311,4,1,"2016-08-23","09:09:26","morning","sleep",9
"14312",14312,4,1,"2016-08-23","09:14:28","morning","self-esteem",9
"14313",14313,4,1,"2016-08-23","09:09:14","morning","enjoyed activities",8
"14314",14314,4,1,"2016-08-23","09:14:42","morning","pleasant activities",10
"14315",14315,4,1,"2016-08-23","10:00:28","morning","worrying",3
"14316",14316,4,2,"2016-09-12","09:03:37","morning","social contact",10
"14317",14317,4,2,"2016-09-12","09:17:25","morning","mood",6
"14318",14318,4,2,"2016-09-12","09:10:17","morning","sleep",8
"14319",14319,4,2,"2016-09-12","09:17:37","morning","self-esteem",3
"14320",14320,4,2,"2016-09-12","09:17:33","morning","enjoyed activities",10
"14321",14321,4,2,"2016-09-12","09:09:23","morning","pleasant activities",5
"14322",14322,4,2,"2016-09-12","09:04:04","morning","worrying",4
"14323",14323,4,3,"2016-08-29","09:14:37","morning","social contact",10
"14324",14324,4,3,"2016-08-29","09:11:03","morning","mood",10
"14325",14325,4,3,"2016-08-29","10:00:16","morning","sleep",9
"14326",14326,4,3,"2016-08-29","09:03:32","morning","self-esteem",8
"14327",14327,4,3,"2016-08-29","09:09:18","morning","enjoyed activities",7
"14328",14328,4,3,"2016-08-29","09:10:05","morning","pleasant activities",6
"14329",14329,4,3,"2016-08-29","09:10:59","morning","worrying",9
"14330",14330,4,4,"2016-08-26","10:00:23","morning","social contact",3
"14331",14331,4,4,"2016-08-26","09:10:23","morning","mood",3
"14332",14332,4,4,"2016-08-26","09:10:49","morning","sleep",2
"14333",14333,4,4,"2016-08-26","20:07:52","evening","self-esteem",10
"14334",14334,4,4,"2016-08-26","21:03:13","evening","enjoyed activities",4
"14335",14335,4,4,"2016-08-26","20:13:40","evening","pleasant activities",8
"14336",14336,4,4,"2016-08-26","21:03:08","evening","worrying",5
"14337",14337,5,1,"2016-08-31","20:13:44","evening","social contact",5
"14338",14338,5,1,"2016-08-31","20:04:03","evening","mood",4
"14339",14339,5,1,"2016-08-31","20:03:41","evening","sleep",6
"14340",14340,5,1,"2016-08-31","20:03:59","evening","self-esteem",7
"14341",14341,5,1,"2016-08-31","20:03:30","evening","enjoyed activities",3
"14342",14342,5,1,"2016-08-31","21:02:56","evening","pleasant activities",6
"14343",14343,5,1,"2016-08-31","20:13:48","evening","worrying",8
"14344",14344,5,2,"2016-08-30","20:05:46","evening","social contact",10
"14345",14345,5,2,"2016-08-30","20:04:36","evening","mood",6
"14346",14346,5,2,"2016-08-30","20:03:49","evening","sleep",5
"14347",14347,5,2,"2016-08-30","20:04:12","evening","self-esteem",8
"14348",14348,5,2,"2016-08-30","20:13:30","evening","enjoyed activities",8
"14349",14349,5,2,"2016-08-30","20:04:13","evening","pleasant activities",2
"14350",14350,5,2,"2016-08-30","21:03:18","evening","worrying",4
"14351",14351,5,3,"2016-09-29","21:02:44","evening","social contact",6
"14352",14352,5,3,"2016-09-29","20:04:01","evening","mood",4
"14353",14353,5,3,"2016-09-29","20:03:48","evening","sleep",4
"14354",14354,5,3,"2016-09-29","21:03:04","evening","self-esteem",5
"14355",14355,5,3,"2016-09-29","20:13:37","evening","enjoyed activities",1
"14356",14356,5,3,"2016-09-29","20:13:25","evening","pleasant activities",10
"14357",14357,5,3,"2016-09-29","20:03:48","evening","worrying",3
"14358",14358,5,4,"2016-08-23","20:05:42","evening","social contact",7
"14359",14359,5,4,"2016-08-23","20:04:08","evening","mood",6
"14360",14360,5,4,"2016-08-23","20:05:57","evening","sleep",6
"14361",14361,5,4,"2016-08-23","20:04:05","evening","self-esteem",4
"14362",14362,5,4,"2016-08-23","20:04:11","evening","enjoyed activities",5
"14363",14363,5,4,"2016-08-23","20:10:44","evening","pleasant activities",4
"14364",14364,5,4,"2016-08-23","20:03:32","evening","worrying",3
"14365",14365,5,1,"2016-09-12","20:06:01","evening","social contact",2
"14366",14366,5,1,"2016-09-12","20:03:57","evening","mood",3
"14367",14367,5,1,"2016-09-12","20:12:24","evening","sleep",2
"14368",14368,5,1,"2016-09-12","20:08:02","evening","self-esteem",10
"14369",14369,5,1,"2016-09-12","20:09:59","evening","enjoyed activities",7
"14370",14370,5,1,"2016-09-12","20:03:39","evening","pleasant activities",7
"14371",14371,5,1,"2016-09-12","20:05:31","evening","worrying",2
"14372",14372,5,2,"2016-08-29","20:05:37","evening","social contact",2
"14373",14373,5,2,"2016-08-29","20:08:23","evening","mood",9
"14374",14374,5,2,"2016-08-29","20:03:25","evening","sleep",2
"14375",14375,5,2,"2016-08-29","20:09:01","evening","self-esteem",9
"14376",14376,5,2,"2016-08-29","20:11:54","evening","enjoyed activities",7
"14377",14377,5,2,"2016-08-29","20:11:11","evening","pleasant activities",5
"14378",14378,5,2,"2016-08-29","20:08:13","evening","worrying",6
"14379",14379,5,3,"2016-08-26","20:08:43","evening","social contact",10
"14380",14380,5,3,"2016-08-26","20:11:39","evening","mood",4
"14381",14381,5,3,"2016-08-26","12:00:10","mood","sleep",2
"14382",14382,5,3,"2016-08-26","19:17:32","mood","self-esteem",7
"14383",14383,5,3,"2016-08-26","19:27:12","mood","enjoyed activities",8
"14384",14384,5,3,"2016-08-26","12:09:32","mood","pleasant activities",2
"14385",14385,5,3,"2016-08-26","10:35:02","mood","worrying",4
"14386",14386,5,4,"2016-08-31","19:36:19","mood","social contact",2
"14387",14387,5,4,"2016-08-31","17:14:40","mood","mood",2
"14388",14388,5,4,"2016-08-31","11:34:26","mood","sleep",7
"14389",14389,5,4,"2016-08-31","15:19:20","mood","self-esteem",5
"14390",14390,5,4,"2016-08-31","11:40:00","mood","enjoyed activities",10
"14391",14391,5,4,"2016-08-31","12:28:35","mood","pleasant activities",3
"14392",14392,5,4,"2016-08-31","16:33:02","mood","worrying",7
"14393",14393,6,1,"2016-08-30","14:13:24","mood","social contact",10
"14394",14394,6,1,"2016-08-30","18:45:13","self-initiated","mood",2
"14395",14395,6,1,"2016-08-30","07:45:26","self-initiated","sleep",10
"14396",14396,6,1,"2016-08-30","11:54:49","self-initiated","self-esteem",2
"14397",14397,6,1,"2016-08-30","14:10:40","self-initiated","enjoyed activities",1
"14398",14398,6,1,"2016-08-30","11:14:53","self-initiated","pleasant activities",8
"14399",14399,6,1,"2016-08-30","20:07:02","self-initiated","worrying",5
"14400",14400,6,2,"2016-09-29","11:16:24","self-initiated","social contact",9
"14401",14401,6,2,"2016-09-29","15:53:12","self-initiated","mood",9
"14402",14402,6,2,"2016-09-29","17:50:34","mood","sleep",9
"14403",14403,6,2,"2016-09-29","11:21:18","mood","self-esteem",7
"14404",14404,6,2,"2016-09-29","13:46:29","self-initiated","enjoyed activities",8
"14405",14405,6,2,"2016-09-29","06:43:06","self-initiated","pleasant activities",8
"14406",14406,6,2,"2016-09-29","09:20:48","self-initiated","worrying",7
"14407",14407,6,3,"2016-08-23","07:01:33","self-initiated","social contact",2
"14408",14408,6,3,"2016-08-23","13:31:10","self-initiated","mood",7
"14409",14409,6,3,"2016-08-23","10:36:26","self-initiated","sleep",6
"14410",14410,6,3,"2016-08-23","20:22:57","self-initiated","self-esteem",4
"14411",14411,6,3,"2016-08-23","08:11:03","self-initiated","enjoyed activities",3
"14412",14412,6,3,"2016-08-23","14:55:09","self-initiated","pleasant activities",3
"14413",14413,6,3,"2016-08-23","13:57:52","self-initiated","worrying",1
"14414",14414,6,4,"2016-09-12","19:36:35","self-initiated","social contact",4
"14415",14415,6,4,"2016-09-12","05:57:27","self-initiated","mood",8
"14416",14416,6,4,"2016-09-12","11:07:03","self-initiated","sleep",2
"14417",14417,6,4,"2016-09-12","05:51:48","self-initiated","self-esteem",3
"14418",14418,6,4,"2016-09-12","07:30:51","self-initiated","enjoyed activities",9
"14419",14419,6,4,"2016-09-12","09:10:23","self-initiated","pleasant activities",7
"14420",14420,6,4,"2016-09-12","06:55:23","self-initiated","worrying",6
"14421",14421,6,1,"2016-08-29","18:04:38","self-initiated","social contact",6
"14422",14422,6,1,"2016-08-29","08:35:26","self-initiated","mood",3
"14423",14423,6,1,"2016-08-29","10:16:19","self-initiated","sleep",10
"14424",14424,6,1,"2016-08-29","13:17:44","self-initiated","self-esteem",5
"14425",14425,6,1,"2016-08-29","06:11:21","self-initiated","enjoyed activities",3
"14426",14426,6,1,"2016-08-29","05:36:21","self-initiated","pleasant activities",9
"14427",14427,6,1,"2016-08-29","08:28:21","self-initiated","worrying",6
"14428",14428,6,2,"2016-08-26","20:02:16","self-initiated","social contact",4
"14429",14429,6,2,"2016-08-26","12:06:37","self-initiated","mood",9
"14430",14430,6,2,"2016-08-26","09:47:14","self-initiated","sleep",6
"14431",14431,6,2,"2016-08-26","05:32:04","self-initiated","self-esteem",9
"14432",14432,6,2,"2016-08-26","13:55:26","self-initiated","enjoyed activities",3
"14433",14433,6,2,"2016-08-26","14:41:54","self-initiated","pleasant activities",4
"14434",14434,6,2,"2016-08-26","17:49:03","self-initiated","worrying",1
"14435",14435,6,3,"2016-08-31","09:58:39","self-initiated","social contact",2
"14436",14436,6,3,"2016-08-31","09:40:43","self-initiated","mood",4
"14437",14437,6,3,"2016-08-31","11:51:19","self-initiated","sleep",9
"14438",14438,6,3,"2016-08-31","05:32:34","self-initiated","self-esteem",8
"14439",14439,6,3,"2016-08-31","11:23:40","self-initiated","enjoyed activities",7
"14440",14440,6,3,"2016-08-31","15:17:19","self-initiated","pleasant activities",5
"14441",14441,6,3,"2016-08-31","13:29:14","self-initiated","worrying",4
"14442",14442,6,4,"2016-08-30","13:14:50","self-initiated","social contact",2
"14443",14443,6,4,"2016-08-30","08:50:24","self-initiated","mood",10
"14444",14444,6,4,"2016-08-30","18:18:08","self-initiated","sleep",10
"14445",14445,6,4,"2016-08-30","15:51:34","self-initiated","self-esteem",6
"14446",14446,6,4,"2016-08-30","07:04:14","self-initiated","enjoyed activities",8
"14447",14447,6,4,"2016-08-30","05:55:56","self-initiated","pleasant activities",8
"14448",14448,6,4,"2016-08-30","07:58:05","self-initiated","worrying",3
"14449",14449,7,1,"2016-09-29","08:51:31","self-initiated","social contact",6
"14450",14450,7,1,"2016-09-29","21:25:58","self-initiated","mood",5
"14451",14451,7,1,"2016-09-29","19:30:07","self-initiated","sleep",1
"14452",14452,7,1,"2016-09-29","20:15:54","self-initiated","self-esteem",2
"14453",14453,7,1,"2016-09-29","11:49:31","self-initiated","enjoyed activities",5
"14454",14454,7,1,"2016-09-29","05:37:35","self-initiated","pleasant activities",2
"14455",14455,7,1,"2016-09-29","16:43:09","self-initiated","worrying",9
"14456",14456,7,2,"2016-08-23","05:34:02","self-initiated","social contact",4
"14457",14457,7,2,"2016-08-23","07:26:41","self-initiated","mood",4
"14458",14458,7,2,"2016-08-23","18:10:12","self-initiated","sleep",5
"14459",14459,7,2,"2016-08-23","18:11:45","self-initiated","self-esteem",5
"14460",14460,7,2,"2016-08-23","20:56:10","self-initiated","enjoyed activities",8
"14461",14461,7,2,"2016-08-23","10:55:38","self-initiated","pleasant activities",5
"14462",14462,7,2,"2016-08-23","08:23:52","self-initiated","worrying",6
"14463",14463,7,3,"2016-09-12","12:15:46","self-initiated","social contact",1
"14464",14464,7,3,"2016-09-12","05:31:59","self-initiated","mood",1
"14465",14465,7,3,"2016-09-12","17:55:10","self-initiated","sleep",1
"14466",14466,7,3,"2016-09-12","13:03:53","self-initiated","self-esteem",4
"14467",14467,7,3,"2016-09-12","12:26:05","self-initiated","enjoyed activities",2
"14468",14468,7,3,"2016-09-12","17:20:23","self-initiated","pleasant activities",7
"14469",14469,7,3,"2016-09-12","05:55:50","self-initiated","worrying",1
"14470",14470,7,4,"2016-08-29","17:39:59","self-initiated","social contact",1
"14471",14471,7,4,"2016-08-29","18:09:13","self-initiated","mood",3
"14472",14472,7,4,"2016-08-29","16:15:51","self-initiated","sleep",1
"14473",14473,7,4,"2016-08-29","08:02:17","self-initiated","self-esteem",7
"14474",14474,7,4,"2016-08-29","12:16:40","self-initiated","enjoyed activities",10
"14475",14475,7,4,"2016-08-29","06:47:30","self-initiated","pleasant activities",6
"14476",14476,7,4,"2016-08-29","05:56:00","self-initiated","worrying",7
"14477",14477,7,1,"2016-08-26","20:17:06","self-initiated","social contact",2
"14478",14478,7,1,"2016-08-26","16:24:54","self-initiated","mood",3
"14479",14479,7,1,"2016-08-26","10:04:49","self-initiated","sleep",1
"14480",14480,7,1,"2016-08-26","09:33:14","self-initiated","self-esteem",10
"14481",14481,7,1,"2016-08-26","14:03:35","self-initiated","enjoyed activities",2
"14482",14482,7,1,"2016-08-26","15:50:02","self-initiated","pleasant activities",7
"14483",14483,7,1,"2016-08-26","11:43:59","self-initiated","worrying",4
"14484",14484,7,2,"2016-08-31","11:18:28","self-initiated","social contact",5
"14485",14485,7,2,"2016-08-31","12:10:39","self-initiated","mood",1
"14486",14486,7,2,"2016-08-31","20:01:12","self-initiated","sleep",5
"14487",14487,7,2,"2016-08-31","14:53:24","self-initiated","self-esteem",1
"14488",14488,7,2,"2016-08-31","06:00:07","self-initiated","enjoyed activities",6
"14489",14489,7,2,"2016-08-31","19:49:57","self-initiated","pleasant activities",10
"14490",14490,7,2,"2016-08-31","05:29:39","self-initiated","worrying",2
"14491",14491,7,3,"2016-08-30","09:38:52","self-initiated","social contact",4
"14492",14492,7,3,"2016-08-30","05:37:19","self-initiated","mood",5
"14493",14493,7,3,"2016-08-30","16:46:05","self-initiated","sleep",5
"14494",14494,7,3,"2016-08-30","20:49:11","self-initiated","self-esteem",2
"14495",14495,7,3,"2016-08-30","21:37:47","self-initiated","enjoyed activities",2
"14496",14496,7,3,"2016-08-30","06:50:30","self-initiated","pleasant activities",9
"14497",14497,7,3,"2016-08-30","21:25:50","self-initiated","worrying",9
"14498",14498,7,4,"2016-09-29","12:32:09","self-initiated","social contact",1
"14499",14499,7,4,"2016-09-29","17:43:32","self-initiated","mood",3
"14500",14500,7,4,"2016-09-29","08:13:49","self-initiated","sleep",7
"14501",14501,7,4,"2016-09-29","06:26:29","self-initiated","self-esteem",2
"14502",14502,7,4,"2016-09-29","18:13:34","self-initiated","enjoyed activities",8
"14503",14503,7,4,"2016-09-29","16:22:48","self-initiated","pleasant activities",1
"14504",14504,7,4,"2016-09-29","14:23:10","self-initiated","worrying",2
"14505",14505,8,1,"2016-08-23","13:29:46","self-initiated","social contact",9
"14506",14506,8,1,"2016-08-23","05:34:44","self-initiated","mood",6
"14507",14507,8,1,"2016-08-23","06:38:59","self-initiated","sleep",7
"14508",14508,8,1,"2016-08-23","17:18:04","self-initiated","self-esteem",2
"14509",14509,8,1,"2016-08-23","21:42:52","self-initiated","enjoyed activities",3
"14510",14510,8,1,"2016-08-23","15:45:21","self-initiated","pleasant activities",1
"14511",14511,8,1,"2016-08-23","10:58:00","self-initiated","worrying",9
"14512",14512,8,2,"2016-09-12","21:37:50","self-initiated","social contact",1
"14513",14513,8,2,"2016-09-12","10:49:28","self-initiated","mood",3
"14514",14514,8,2,"2016-09-12","12:37:17","self-initiated","sleep",6
"14515",14515,8,2,"2016-09-12","19:30:04","self-initiated","self-esteem",1
"14516",14516,8,2,"2016-09-12","14:26:14","self-initiated","enjoyed activities",2
"14517",14517,8,2,"2016-09-12","16:07:29","self-initiated","pleasant activities",4
"14518",14518,8,2,"2016-09-12","18:23:17","self-initiated","worrying",7
"14519",14519,8,3,"2016-08-29","11:20:25","self-initiated","social contact",10
"14520",14520,8,3,"2016-08-29","21:33:37","self-initiated","mood",4
"14521",14521,8,3,"2016-08-29","11:46:56","self-initiated","sleep",9
"14522",14522,8,3,"2016-08-29","19:41:55","self-initiated","self-esteem",7
"14523",14523,8,3,"2016-08-29","08:57:28","self-initiated","enjoyed activities",3
"14524",14524,8,3,"2016-08-29","15:12:56","self-initiated","pleasant activities",3
"14525",14525,8,3,"2016-08-29","20:53:31","self-initiated","worrying",5
"14526",14526,8,4,"2016-08-26","15:49:31","self-initiated","social contact",5
"14527",14527,8,4,"2016-08-26","10:32:53","self-initiated","mood",5
"14528",14528,8,4,"2016-08-26","13:21:19","self-initiated","sleep",6
"14529",14529,8,4,"2016-08-26","07:44:13","self-initiated","self-esteem",4
"14530",14530,8,4,"2016-08-26","13:45:32","self-initiated","enjoyed activities",2
"14531",14531,8,4,"2016-08-26","17:04:34","self-initiated","pleasant activities",7
"14532",14532,8,4,"2016-08-26","19:24:57","self-initiated","worrying",3
"14533",14533,8,1,"2016-08-31","15:41:10","self-initiated","social contact",6
"14534",14534,8,1,"2016-08-31","06:58:55","self-initiated","mood",1
"14535",14535,8,1,"2016-08-31","20:58:59","self-initiated","sleep",6
"14536",14536,8,1,"2016-08-31","21:37:25","self-initiated","self-esteem",4
"14537",14537,8,1,"2016-08-31","09:02:39","self-initiated","enjoyed activities",5
"14538",14538,8,1,"2016-08-31","05:57:32","self-initiated","pleasant activities",7
"14539",14539,8,1,"2016-08-31","11:47:47","self-initiated","worrying",1
"14540",14540,8,2,"2016-08-30","11:37:04","self-initiated","social contact",4
"14541",14541,8,2,"2016-08-30","19:32:24","self-initiated","mood",5
"14542",14542,8,2,"2016-08-30","17:46:20","self-initiated","sleep",9
"14543",14543,8,2,"2016-08-30","19:19:58","self-initiated","self-esteem",7
"14544",14544,8,2,"2016-08-30","21:40:49","self-initiated","enjoyed activities",4
"14545",14545,8,2,"2016-08-30","14:10:22","self-initiated","pleasant activities",4
"14546",14546,8,2,"2016-08-30","09:31:30","self-initiated","worrying",6
"14547",14547,8,3,"2016-09-29","20:00:24","self-initiated","social contact",9
"14548",14548,8,3,"2016-09-29","08:35:01","self-initiated","mood",9
"14549",14549,8,3,"2016-09-29","07:10:36","self-initiated","sleep",6
"14550",14550,8,3,"2016-09-29","20:40:18","self-initiated","self-esteem",3
"14551",14551,8,3,"2016-09-29","21:52:34","self-initiated","enjoyed activities",1
"14552",14552,8,3,"2016-09-29","18:30:07","self-initiated","pleasant activities",1
"14553",14553,8,3,"2016-09-29","14:48:17","self-initiated","worrying",2
"14554",14554,8,4,"2016-08-23","11:44:26","self-initiated","social contact",5
"14555",14555,8,4,"2016-08-23","17:11:31","self-initiated","mood",3
"14556",14556,8,4,"2016-08-23","05:34:19","self-initiated","sleep",2
"14557",14557,8,4,"2016-08-23","14:47:08","self-initiated","self-esteem",2
"14558",14558,8,4,"2016-08-23","07:24:39","self-initiated","enjoyed activities",4
"14559",14559,8,4,"2016-08-23","15:37:45","self-initiated","pleasant activities",9
"14560",14560,8,4,"2016-08-23","11:57:53","self-initiated","worrying",3
"14561",14561,9,1,"2016-09-12","17:04:09","self-initiated","social contact",3
"14562",14562,9,1,"2016-09-12","09:33:13","self-initiated","mood",3
"14563",14563,9,1,"2016-09-12","15:10:21","self-initiated","sleep",1
"14564",14564,9,1,"2016-09-12","11:03:22","self-initiated","self-esteem",7
"14565",14565,9,1,"2016-09-12","14:03:45","self-initiated","enjoyed activities",6
"14566",14566,9,1,"2016-09-12","20:51:26","self-initiated","pleasant activities",10
"14567",14567,9,1,"2016-09-12","11:38:16","self-initiated","worrying",8
"14568",14568,9,2,"2016-08-29","19:43:43","self-initiated","social contact",4
"14569",14569,9,2,"2016-08-29","18:31:54","self-initiated","mood",4
"14570",14570,9,2,"2016-08-29","16:54:00","self-initiated","sleep",7
"14571",14571,9,2,"2016-08-29","10:06:56","self-initiated","self-esteem",5
"14572",14572,9,2,"2016-08-29","15:03:47","self-initiated","enjoyed activities",9
"14573",14573,9,2,"2016-08-29","19:56:19","self-initiated","pleasant activities",2
"14574",14574,9,2,"2016-08-29","12:44:43","self-initiated","worrying",3
"14575",14575,9,3,"2016-08-26","15:17:55","self-initiated","social contact",1
"14576",14576,9,3,"2016-08-26","13:27:57","self-initiated","mood",4
"14577",14577,9,3,"2016-08-26","17:29:26","self-initiated","sleep",10
"14578",14578,9,3,"2016-08-26","19:39:00","self-initiated","self-esteem",7
"14579",14579,9,3,"2016-08-26","08:57:26","self-initiated","enjoyed activities",6
"14580",14580,9,3,"2016-08-26","20:13:44","self-initiated","pleasant activities",7
"14581",14581,9,3,"2016-08-26","19:34:32","self-initiated","worrying",7
"14582",14582,9,4,"2016-08-31","13:51:07","self-initiated","social contact",10
"14583",14583,9,4,"2016-08-31","20:58:55","self-initiated","mood",10
"14584",14584,9,4,"2016-08-31","19:05:31","self-initiated","sleep",7
"14585",14585,9,4,"2016-08-31","17:59:35","self-initiated","self-esteem",7
"14586",14586,9,4,"2016-08-31","11:09:47","self-initiated","enjoyed activities",8
"14587",14587,9,4,"2016-08-31","20:15:53","self-initiated","pleasant activities",10
"14588",14588,9,4,"2016-08-31","13:56:10","self-initiated","worrying",5
"14589",14589,9,1,"2016-08-30","16:10:50","self-initiated","social contact",1
"14590",14590,9,1,"2016-08-30","19:48:15","self-initiated","mood",6
"14591",14591,9,1,"2016-08-30","14:50:57","self-initiated","sleep",4
"14592",14592,9,1,"2016-08-30","16:11:25","self-initiated","self-esteem",2
"14593",14593,9,1,"2016-08-30","12:37:19","self-initiated","enjoyed activities",3
"14594",14594,9,1,"2016-08-30","17:24:38","self-initiated","pleasant activities",9
"14595",14595,9,1,"2016-08-30","10:00:22","self-initiated","worrying",4
"14596",14596,9,2,"2016-09-29","15:39:24","self-initiated","social contact",5
"14597",14597,9,2,"2016-09-29","17:13:38","self-initiated","mood",6
"14598",14598,9,2,"2016-09-29","18:15:13","self-initiated","sleep",9
"14599",14599,9,2,"2016-09-29","08:36:09","self-initiated","self-esteem",7
"14600",14600,9,2,"2016-09-29","15:56:33","self-initiated","enjoyed activities",3
"14601",14601,9,2,"2016-09-29","08:19:00","self-initiated","pleasant activities",8
"14602",14602,9,2,"2016-09-29","13:46:08","self-initiated","worrying",1
"14603",14603,9,3,"2016-08-23","15:51:43","self-initiated","social contact",6
"14604",14604,9,3,"2016-08-23","11:18:25","self-initiated","mood",9
"14605",14605,9,3,"2016-08-23","13:07:48","self-initiated","sleep",2
"14606",14606,9,3,"2016-08-23","09:52:32","self-initiated","self-esteem",8
"14607",14607,9,3,"2016-08-23","17:42:54","self-initiated","enjoyed activities",10
"14608",14608,9,3,"2016-08-23","10:26:23","self-initiated","pleasant activities",5
"14609",14609,9,3,"2016-08-23","18:14:59","self-initiated","worrying",9
"14610",14610,9,4,"2016-09-12","17:43:19","self-initiated","social contact",3
"14611",14611,9,4,"2016-09-12","20:48:27","self-initiated","mood",9
"14612",14612,9,4,"2016-09-12","13:45:16","self-initiated","sleep",6
"14613",14613,9,4,"2016-09-12","13:57:57","self-initiated","self-esteem",7
"14614",14614,9,4,"2016-09-12","17:30:59","self-initiated","enjoyed activities",10
"14615",14615,9,4,"2016-09-12","12:32:09","self-initiated","pleasant activities",9
"14616",14616,9,4,"2016-09-12","18:39:36","self-initiated","worrying",9
"14617",14617,10,1,"2016-08-29","12:38:19","self-initiated","social contact",1
"14618",14618,10,1,"2016-08-29","22:15:01","self-initiated","mood",7
"14619",14619,10,1,"2016-08-29","05:30:50","self-initiated","sleep",4
"14620",14620,10,1,"2016-08-29","14:15:46","self-initiated","self-esteem",4
"14621",14621,10,1,"2016-08-29","17:59:13","self-initiated","enjoyed activities",8
"14622",14622,10,1,"2016-08-29","20:00:44","self-initiated","pleasant activities",8
"14623",14623,10,1,"2016-08-29","17:31:29","self-initiated","worrying",4
"14624",14624,10,2,"2016-08-26","16:48:24","self-initiated","social contact",7
"14625",14625,10,2,"2016-08-26","21:19:46","self-initiated","mood",3
"14626",14626,10,2,"2016-08-26","11:15:14","self-initiated","sleep",3
"14627",14627,10,2,"2016-08-26","15:30:34","self-initiated","self-esteem",3
"14628",14628,10,2,"2016-08-26","18:35:43","self-initiated","enjoyed activities",4
"14629",14629,10,2,"2016-08-26","19:37:07","self-initiated","pleasant activities",4
"14630",14630,10,2,"2016-08-26","22:57:26","self-initiated","worrying",7
"14631",14631,10,3,"2016-08-31","19:57:53","self-initiated","social contact",6
"14632",14632,10,3,"2016-08-31","11:15:59","self-initiated","mood",3
"14633",14633,10,3,"2016-08-31","11:50:10","self-initiated","sleep",4
"14634",14634,10,3,"2016-08-31","09:04:54","morning","self-esteem",8
"14635",14635,10,3,"2016-08-31","09:04:51","morning","enjoyed activities",8
"14636",14636,10,3,"2016-08-31","09:11:53","morning","pleasant activities",2
"14637",14637,10,3,"2016-08-31","09:57:43","morning","worrying",10
"14638",14638,10,4,"2016-08-30","10:09:53","morning","social contact",3
"14639",14639,10,4,"2016-08-30","09:25:24","morning","mood",7
"14640",14640,10,4,"2016-08-30","09:11:40","morning","sleep",2
"14641",14641,10,4,"2016-08-30","09:58:05","morning","self-esteem",5
"14642",14642,10,4,"2016-08-30","09:06:38","morning","enjoyed activities",4
"14643",14643,10,4,"2016-08-30","09:14:33","morning","pleasant activities",8
"14644",14644,10,4,"2016-08-30","09:15:13","morning","worrying",8
"14645",14645,10,1,"2016-09-29","09:44:17","morning","social contact",2
"14646",14646,10,1,"2016-09-29","09:14:24","morning","mood",1
"14647",14647,10,1,"2016-09-29","10:31:47","morning","sleep",8
"14648",14648,10,1,"2016-09-29","09:04:21","morning","self-esteem",6
"14649",14649,10,1,"2016-09-29","09:44:24","morning","enjoyed activities",2
"14650",14650,10,1,"2016-09-29","09:04:46","morning","pleasant activities",4
"14651",14651,10,1,"2016-09-29","09:06:26","morning","worrying",5
"14652",14652,10,2,"2016-08-23","09:04:43","morning","social contact",9
"14653",14653,10,2,"2016-08-23","09:25:29","morning","mood",9
"14654",14654,10,2,"2016-08-23","10:31:40","morning","sleep",10
"14655",14655,10,2,"2016-08-23","09:06:44","morning","self-esteem",6
"14656",14656,10,2,"2016-08-23","09:25:36","morning","enjoyed activities",1
